Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province
4.5,26.0,4.0,3.0,4.0,2.5,2.7,yes,no,Thanh Xuân, Hà Nội
5.59,39.3,2.0,2.0,2.0,4.5,4.0,yes,yes,Phú Nhuận, Hồ Chí Minh
8.98,40.0,7.0,7.0,5.0,5.0,4.0,yes,yes,Hai Bà Trưng, Hà Nội
10.7,96.0,5.0,6.0,4.0,8.0,4.0,yes,yes,Tân Bình, Hồ Chí Minh
5.57,32.0,4.0,4.0,5.0,3.0,3.5,yes,yes,Hoàng Mai, Hà Nội
7.5,48.0,4.0,4.0,4.0,4.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
5.7,128.0,3.0,2.0,1.0,8.0,5.7,yes,no,Thủ Đức, Hồ Chí Minh
11.8,65.0,4.0,5.0,4.0,2.3,3.2,yes,yes,Hoàng Mai, Hà Nội
6.5,79.8,2.0,1.0,1.0,3.5,4.0,yes,yes,Quận 8, Hồ Chí Minh
2.99,75.0,2.0,3.0,1.0,7.0,6.0,yes,no,Thủ Dầu Một, Bình Dương
8.6,78.0,2.0,2.0,2.0,3.0,6.0,yes,no,Gò Vấp, Hồ Chí Minh
10.8,56.0,5.0,6.0,3.0,4.0,3.5,yes,no,Quận 1, Hồ Chí Minh
16.0,75.0,4.0,5.0,5.0,5.0,4.2,yes,yes,Phú Nhuận, Hồ Chí Minh
4.6,51.0,4.0,4.0,3.0,8.0,4.7,yes,yes,Quận 12, Hồ Chí Minh
4.15,40.0,2.0,2.0,2.0,5.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
15.0,104.0,5.0,5.0,5.0,5.0,4.5,yes,yes,Quận 10, Hồ Chí Minh
6.1,28.3,4.0,4.0,5.0,5.0,4.3,yes,yes,Bình Thạnh, Hồ Chí Minh
5.5,33.49,4.0,3.0,2.0,4.0,3.19,yes,no,Quận 8, Hồ Chí Minh
5.6,60.0,4.0,4.0,3.0,13.0,4.0,no,yes,Nha Trang, Khánh Hòa
2.6,50.0,2.0,1.0,2.0,3.0,5.0,yes,yes,Thanh Khê, Đà Nẵng
7.7,88.0,2.0,2.0,2.0,5.0,5.0,yes,no,Gò Vấp, Hồ Chí Minh
12.8,100.0,5.0,6.0,5.0,8.0,4.0,yes,yes,Tân Bình, Hồ Chí Minh
5.0,35.0,6.0,4.0,4.0,5.0,4.0,yes,yes,Hai Bà Trưng, Hà Nội
4.55,60.0,4.0,3.0,4.0,3.0,5.8,yes,yes,Lê Chân, Hải Phòng
14.0,85.0,1.0,1.0,1.0,12.0,5.0,yes,no,Văn Giang, Hưng Yên
7.89,56.0,4.0,4.0,4.0,4.0,3.8,yes,yes,Hai Bà Trưng, Hà Nội
8.5,76.0,4.0,4.0,3.0,3.5,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
4.78,60.0,3.0,3.0,3.0,5.5,4.2,yes,yes,Thái Bình, Thái Bình
5.65,33.0,3.0,4.0,5.0,5.0,4.8,yes,yes,Long Biên, Hà Nội
23.4,65.0,4.0,4.0,5.0,7.0,5.6,yes,yes,Thanh Xuân, Hà Nội
5.45,68.0,3.0,3.0,2.0,6.0,4.0,yes,yes,Quận 8, Hồ Chí Minh
10.8,36.0,3.0,3.0,6.0,2.0,3.5,yes,yes,Ba Đình, Hà Nội
13.6,40.0,4.0,5.0,6.0,8.0,4.0,yes,yes,Hoàng Mai, Hà Nội
6.0,45.0,3.0,4.0,5.0,3.0,4.0,yes,yes,Long Biên, Hà Nội
8.8,70.0,3.0,3.0,4.0,8.0,4.4,yes,yes,Quận 4, Hồ Chí Minh
7.0,64.0,4.0,4.0,3.0,6.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
5.7,33.0,3.0,4.0,5.0,3.0,4.0,yes,yes,Tây Hồ, Hà Nội
6.68,33.0,4.0,2.0,4.0,6.0,3.3,yes,yes,Hoàng Mai, Hà Nội
13.5,50.0,3.0,4.0,6.0,5.0,4.6,yes,yes,Long Biên, Hà Nội
7.6,57.0,2.0,2.0,2.0,8.0,5.3,yes,no,Tân Phú, Hồ Chí Minh
9.9,42.0,6.0,4.0,5.0,3.0,4.5,yes,no,Cầu Giấy, Hà Nội
3.45,56.0,4.0,4.0,3.0,5.0,4.0,yes,yes,Phú Nhuận, Hồ Chí Minh
5.9,64.0,4.0,4.0,4.0,5.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
8.9,57.0,4.0,5.0,4.0,8.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
1.69,75.7,3.0,2.0,2.0,2.8,5.0,yes,yes,Diên Khánh, Khánh Hòa
8.5,56.0,4.0,3.0,3.0,6.0,4.0,no,no,Tân Phú, Hồ Chí Minh
6.7,70.0,8.0,7.0,4.0,5.0,4.0,yes,no,Quận 7, Hồ Chí Minh
5.8,33.0,3.0,4.0,5.0,5.0,4.2,yes,yes,Long Biên, Hà Nội
6.5,32.0,3.0,3.0,4.0,3.0,3.7,yes,yes,Hai Bà Trưng, Hà Nội
12.6,50.0,6.0,6.0,5.0,2.5,4.0,yes,yes,Đống Đa, Hà Nội
8.5,45.0,3.0,3.0,4.0,2.0,3.4,yes,yes,Hà Đông, Hà Nội
10.5,47.0,4.0,4.0,4.0,4.0,4.5,yes,yes,Cầu Giấy, Hà Nội
12.8,55.0,4.0,3.0,4.0,6.0,5.0,yes,yes,Thanh Xuân, Hà Nội
16.8,64.0,4.0,3.0,4.0,4.5,5.7,yes,yes,Cầu Giấy, Hà Nội
5.65,60.0,5.0,5.0,3.0,8.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
10.69,46.5,4.0,2.0,3.0,3.0,5.0,yes,yes,Long Biên, Hà Nội
7.68,35.0,4.0,3.0,5.0,3.0,4.2,yes,yes,Đống Đa, Hà Nội
2.4,54.0,2.0,3.0,1.0,2.5,4.0,yes,yes,Nha Trang, Khánh Hòa
6.5,34.0,4.0,4.0,5.0,3.0,3.6,yes,yes,Nam Từ Liêm, Hà Nội
7.7,40.0,5.0,4.0,5.0,5.0,4.0,yes,no,Nam Từ Liêm, Hà Nội
1.35,40.0,2.0,2.0,2.0,5.0,4.0,no,no,Bình Chánh, Hồ Chí Minh
3.5,40.0,4.0,2.0,3.0,4.0,3.0,no,yes,Hoàng Mai, Hà Nội
2.45,32.0,2.0,2.0,2.0,5.0,3.2,yes,yes,Quận 4, Hồ Chí Minh
8.0,62.0,4.0,3.0,4.0,8.0,5.0,yes,yes,Quận 3, Hồ Chí Minh
7.8,103.5,2.0,1.0,1.0,6.0,6.0,yes,yes,Quận 9, Hồ Chí Minh
5.6,70.0,3.0,2.0,2.0,5.0,4.5,yes,yes,Gò Vấp, Hồ Chí Minh
5.4,42.2,4.0,3.0,4.0,5.0,5.4,yes,yes,Gò Vấp, Hồ Chí Minh
7.1,60.8,2.0,2.0,2.0,3.0,4.0,yes,no,Quận 7, Hồ Chí Minh
6.4,46.0,4.0,3.0,4.0,2.8,3.7,yes,yes,Gò Vấp, Hồ Chí Minh
16.5,55.5,6.0,5.0,5.0,3.0,5.65,yes,yes,Hai Bà Trưng, Hà Nội
1.5,106.0,3.0,2.0,2.0,6.0,5.0,yes,yes,Vĩnh Cửu, Đồng Nai
12.0,88.0,4.0,4.0,2.0,7.0,5.5,yes,yes,Tân Bình, Hồ Chí Minh
8.5,50.0,3.0,4.0,5.0,2.0,5.0,yes,yes,Hà Đông, Hà Nội
6.3,30.0,4.0,4.0,5.0,2.5,4.6,yes,yes,Hoàng Mai, Hà Nội
4.75,56.0,4.0,3.0,3.0,6.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
5.9,28.0,2.0,3.0,4.0,3.0,3.5,yes,yes,Đống Đa, Hà Nội
3.6,28.0,2.0,3.0,2.0,3.0,4.0,yes,no,Quận 7, Hồ Chí Minh
5.95,68.3,2.0,4.0,3.0,4.0,3.5,yes,yes,Nha Trang, Khánh Hòa
8.9,97.5,5.0,5.0,4.0,7.5,5.0,yes,no,Cẩm Lệ, Đà Nẵng
6.5,39.5,3.0,3.0,3.0,3.0,3.3,yes,yes,Phú Nhuận, Hồ Chí Minh
8.3,50.8,8.0,6.0,4.0,3.15,4.2,yes,yes,Quận 3, Hồ Chí Minh
6.9,56.4,6.0,6.0,4.0,3.5,5.8,yes,yes,Gò Vấp, Hồ Chí Minh
5.99,45.1,2.0,3.0,3.0,3.0,4.2,yes,yes,Bình Thạnh, Hồ Chí Minh
4.9,55.1,4.0,4.0,3.0,7.0,4.21,yes,yes,Bình Tân, Hồ Chí Minh
18.7,70.0,6.0,5.0,5.0,4.5,6.4,yes,yes,Thanh Xuân, Hà Nội
3.4,121.0,2.0,1.0,1.0,5.0,5.0,yes,yes,Ngũ Hành Sơn, Đà Nẵng
10.2,80.0,4.0,3.0,3.0,6.0,4.0,yes,no,Quận 7, Hồ Chí Minh
6.5,52.0,4.0,4.0,4.0,7.0,4.1,yes,yes,Bình Tân, Hồ Chí Minh
13.5,88.0,4.0,4.0,4.0,8.0,4.0,yes,yes,Quận 11, Hồ Chí Minh
7.5,70.0,3.0,3.0,3.0,8.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
11.6,50.5,3.0,4.0,5.0,5.0,5.28,yes,yes,Thanh Xuân, Hà Nội
9.2,65.0,4.0,4.0,3.0,6.0,6.0,yes,yes,Tân Phú, Hồ Chí Minh
5.95,31.0,3.0,3.0,3.0,2.0,3.6,yes,yes,Hoàng Mai, Hà Nội
4.25,35.0,2.0,2.0,2.0,3.0,3.5,yes,no,Bình Thạnh, Hồ Chí Minh
9.0,86.0,4.0,5.0,4.0,4.0,4.3,yes,yes,Nha Trang, Khánh Hòa
6.1,82.0,4.0,4.0,3.0,6.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
3.95,70.0,2.0,1.0,1.0,8.0,4.0,yes,no,Thủ Đức, Hồ Chí Minh
16.5,50.0,5.0,4.0,5.0,7.0,3.8,yes,no,Hoàng Mai, Hà Nội
6.9,44.0,4.0,3.0,3.0,4.0,4.0,no,no,Tân Bình, Hồ Chí Minh
7.8,60.0,2.0,2.0,2.0,5.0,5.0,yes,yes,Tân Bình, Hồ Chí Minh
1.17,56.0,2.0,2.0,2.0,8.0,4.0,no,no,Củ Chi, Hồ Chí Minh
2.8,32.0,2.0,3.0,3.0,2.5,3.5,yes,yes,Hoàng Mai, Hà Nội
4.58,59.0,2.0,2.0,2.0,5.0,4.0,yes,no,Quận 12, Hồ Chí Minh
13.8,90.0,5.0,4.0,5.0,6.0,5.0,yes,no,Ba Đình, Hà Nội
5.3,75.0,1.0,1.0,1.0,5.0,5.0,yes,no,Thủ Đức, Hồ Chí Minh
12.9,68.0,3.0,3.0,3.0,8.0,3.8,yes,yes,Phú Nhuận, Hồ Chí Minh
8.49,93.0,4.0,4.0,2.0,4.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
25.4,100.0,4.0,4.0,5.0,7.0,4.2,yes,yes,Long Biên, Hà Nội
10.5,76.0,4.0,4.0,4.0,4.0,4.0,yes,yes,Quận 7, Hồ Chí Minh
1.65,109.0,3.0,3.0,2.0,6.0,6.0,yes,yes,Cần Đước, Long An
6.2,72.0,3.0,3.0,3.0,6.0,4.0,yes,yes,Biên Hòa, Đồng Nai
8.0,36.7,3.0,4.0,4.0,3.5,4.8,yes,yes,Bình Thạnh, Hồ Chí Minh
7.45,63.0,4.0,3.0,4.0,3.0,4.0,yes,no,Long Biên, Hà Nội
1.65,105.0,3.0,3.0,1.0,6.0,6.0,yes,yes,Cần Đước, Long An
11.0,70.0,2.0,3.0,2.0,6.0,6.0,yes,no,Gò Vấp, Hồ Chí Minh
5.7,97.0,2.0,1.0,1.0,5.0,5.0,yes,yes,Vũng Tàu, Bà Rịa Vũng Tàu
5.6,50.0,3.0,2.0,2.0,7.0,5.4,yes,no,Quận 7, Hồ Chí Minh
6.35,48.0,3.0,3.0,4.0,2.0,4.1,yes,no,Long Biên, Hà Nội
16.0,60.0,4.0,6.0,7.0,5.0,4.0,yes,yes,Long Biên, Hà Nội
4.15,32.0,5.0,2.0,3.0,2.5,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
6.45,52.0,5.0,5.0,3.0,8.0,4.0,yes,yes,Quận 12, Hồ Chí Minh
7.5,31.0,3.0,4.0,5.0,3.0,4.7,yes,yes,Hà Đông, Hà Nội
11.5,60.1,4.0,5.0,4.0,6.0,4.0,yes,yes,Tân Bình, Hồ Chí Minh
9.2,100.0,2.0,1.0,2.0,10.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
20.6,90.0,3.0,3.0,4.0,2.0,4.0,yes,yes,Hoàng Mai, Hà Nội
3.1,36.0,3.0,2.0,3.0,2.2,3.6,no,no,Hà Đông, Hà Nội
20.7,106.4,5.0,5.0,5.0,8.0,5.0,yes,yes,Tân Bình, Hồ Chí Minh
11.6,45.0,4.0,3.0,5.0,5.0,4.5,yes,yes,Thanh Xuân, Hà Nội
1.95,60.0,3.0,3.0,3.0,12.0,4.5,yes,yes,An Dương, Hải Phòng
5.99,38.0,4.0,3.0,5.0,3.0,4.0,yes,yes,Hoàng Mai, Hà Nội
1.4,44.0,2.0,1.0,1.0,4.0,4.0,no,yes,Hóc Môn, Hồ Chí Minh
3.4,61.0,3.0,3.0,3.0,6.0,4.0,yes,yes,Dĩ An, Bình Dương
2.45,40.0,2.0,2.0,2.0,4.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
9.0,100.0,5.0,4.0,4.0,5.0,5.4,yes,yes,Gò Vấp, Hồ Chí Minh
3.95,30.0,2.0,2.0,2.0,3.0,3.0,yes,yes,Gò Vấp, Hồ Chí Minh
4.75,40.0,3.0,4.0,1.0,5.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
7.4,65.8,4.0,5.0,4.0,5.0,4.7,yes,no,Tân Phú, Hồ Chí Minh
12.6,41.0,4.0,4.0,5.0,7.0,3.8,yes,no,Hai Bà Trưng, Hà Nội
6.55,55.0,3.0,4.0,3.0,6.0,4.0,no,no,Gò Vấp, Hồ Chí Minh
6.6,60.0,3.0,5.0,4.0,5.0,4.0,yes,yes,Nha Trang, Khánh Hòa
9.5,125.0,5.0,4.0,4.0,8.0,5.0,yes,yes,Đà Lạt, Lâm Đồng
6.8,50.6,4.0,4.0,3.0,6.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
4.5,62.0,4.0,5.0,4.0,4.0,4.0,yes,yes,Hải An, Hải Phòng
8.5,32.0,3.0,4.0,6.0,4.0,3.5,yes,yes,Tây Hồ, Hà Nội
4.25,60.0,1.0,1.0,1.0,3.0,4.5,yes,yes,Thanh Trì, Hà Nội
5.65,48.0,4.0,3.0,3.0,3.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
7.8,64.0,4.0,4.0,3.0,6.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
14.1,60.0,4.0,3.0,4.0,5.0,4.5,yes,yes,Đống Đa, Hà Nội
6.2,68.0,5.0,6.0,4.0,10.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
1.25,42.0,2.0,1.0,1.0,3.0,5.0,no,no,Nam Từ Liêm, Hà Nội
5.5,64.0,6.0,6.0,4.0,8.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
6.9,44.0,2.0,2.0,3.0,3.0,3.5,yes,yes,Quận 11, Hồ Chí Minh
5.45,40.0,4.0,4.0,5.0,3.0,4.0,yes,yes,Bắc Từ Liêm, Hà Nội
5.97,35.0,4.0,3.0,3.0,3.0,4.0,yes,yes,Thanh Xuân, Hà Nội
9.5,63.0,4.0,5.0,4.0,6.0,5.0,yes,yes,Thanh Trì, Hà Nội
7.2,60.0,4.0,5.0,4.0,6.0,6.0,no,yes,Thủ Đức, Hồ Chí Minh
4.1,88.0,3.0,2.0,2.0,4.0,4.5,yes,no,Quận 12, Hồ Chí Minh
6.0,76.0,3.0,2.0,2.0,6.0,4.5,yes,yes,Ngũ Hành Sơn, Đà Nẵng
8.0,34.0,4.0,3.0,5.0,4.0,3.8,yes,yes,Hà Đông, Hà Nội
10.95,54.0,4.0,4.0,4.0,6.0,5.0,yes,yes,Bắc Từ Liêm, Hà Nội
0.498,32.0,5.0,3.0,3.0,4.0,4.0,no,yes,Đức Hòa, Long An
10.0,66.0,4.0,6.0,4.0,10.0,4.5,yes,no,Tân Phú, Hồ Chí Minh
7.5,40.0,5.0,5.0,5.0,3.0,4.6,yes,yes,Tây Hồ, Hà Nội
1.25,10.0,2.0,2.0,5.0,5.0,3.0,yes,yes,Ba Đình, Hà Nội
10.5,50.0,3.0,4.0,6.0,6.0,3.8,yes,yes,Hoàng Mai, Hà Nội
2.4,53.8,2.0,3.0,2.0,3.5,4.1,yes,yes,Nha Trang, Khánh Hòa
9.69,83.0,5.0,3.0,5.0,5.0,4.0,yes,yes,Phú Nhuận, Hồ Chí Minh
1.6,49.0,2.0,2.0,2.0,3.0,4.0,yes,yes,Biên Hòa, Đồng Nai
15.9,50.0,5.0,5.0,5.0,4.0,3.7,yes,yes,Cầu Giấy, Hà Nội
3.38,68.15,3.0,4.0,2.0,6.8,4.7,yes,no,Bình Thạnh, Hồ Chí Minh
14.7,50.0,4.0,6.0,7.0,4.0,4.0,yes,yes,Đống Đa, Hà Nội
0.795,48.0,2.0,2.0,2.0,8.0,4.0,no,yes,Đức Hòa, Long An
3.4,40.0,2.0,1.0,1.0,4.0,6.0,yes,no,Thủ Đức, Hồ Chí Minh
1.8,83.6,2.0,1.0,1.0,3.0,6.0,yes,yes,Biên Hòa, Đồng Nai
8.6,43.4,3.0,3.0,5.0,2.0,5.0,yes,yes,Cầu Giấy, Hà Nội
3.8,74.5,3.0,3.0,3.0,5.0,6.0,yes,yes,Dĩ An, Bình Dương
6.6,35.0,3.0,4.0,5.0,5.0,4.6,yes,yes,Gia Lâm, Hà Nội
4.3,100.0,3.0,4.0,3.0,5.0,5.0,yes,yes,Nha Trang, Khánh Hòa
3.65,54.0,2.0,2.0,2.0,4.0,4.0,yes,no,Thủ Đức, Hồ Chí Minh
5.5,68.0,5.0,3.0,3.0,10.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
9.1,35.0,3.0,3.0,5.0,3.0,5.0,yes,yes,Long Biên, Hà Nội
6.6,30.0,3.0,4.0,5.0,3.0,5.0,yes,yes,Tây Hồ, Hà Nội
15.9,55.0,7.0,7.0,7.0,13.0,4.2,yes,yes,Hà Đông, Hà Nội
11.6,43.0,2.0,2.0,3.0,6.0,6.0,yes,yes,Ba Đình, Hà Nội
6.15,28.0,4.0,4.0,5.0,4.0,3.8,yes,yes,Hà Đông, Hà Nội
13.0,95.0,5.0,5.0,4.0,6.0,4.7,yes,no,Thủ Đức, Hồ Chí Minh
11.2,70.0,4.0,3.0,4.0,6.0,4.5,yes,no,Nam Từ Liêm, Hà Nội
7.4,25.0,3.0,4.0,5.0,4.5,4.0,yes,yes,Tây Hồ, Hà Nội
8.7,40.0,4.0,4.0,5.0,7.0,4.0,yes,yes,Thanh Trì, Hà Nội
16.0,35.0,4.0,3.0,4.0,5.0,3.5,yes,yes,Cầu Giấy, Hà Nội
15.0,55.0,4.0,4.0,4.0,10.0,5.5,yes,yes,Hoàng Mai, Hà Nội
13.7,87.5,4.0,4.0,3.0,6.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
4.45,28.1,3.0,3.0,2.0,3.0,5.3,yes,yes,Bình Thạnh, Hồ Chí Minh
12.5,55.0,5.0,5.0,5.0,5.0,4.0,yes,yes,Quận 3, Hồ Chí Minh
7.8,52.0,6.0,6.0,4.0,10.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
15.0,67.0,3.0,4.0,4.0,6.0,4.8,yes,yes,Bình Thạnh, Hồ Chí Minh
5.9,49.3,3.0,3.0,2.0,5.0,4.2,yes,yes,Tân Bình, Hồ Chí Minh
5.7,80.0,3.0,3.0,3.0,3.0,4.0,yes,yes,Quận 12, Hồ Chí Minh
7.8,52.0,6.0,6.0,4.0,10.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
4.35,105.0,4.0,4.0,1.0,10.5,5.0,yes,yes,Liên Chiểu, Đà Nẵng
7.2,44.0,3.0,3.0,3.0,2.5,3.0,yes,no,Hai Bà Trưng, Hà Nội
10.0,40.0,4.0,4.0,4.0,3.0,6.0,yes,yes,Ba Đình, Hà Nội
6.2,42.0,4.0,4.0,5.0,5.0,4.0,yes,yes,Thanh Trì, Hà Nội
7.98,40.0,6.0,6.0,5.0,2.5,3.0,yes,yes,Ba Đình, Hà Nội
9.2,40.0,3.0,4.0,5.0,2.5,4.0,yes,yes,Ba Đình, Hà Nội
15.95,39.5,5.0,5.0,5.0,11.5,3.9,yes,no,Đống Đa, Hà Nội
7.6,38.0,5.0,4.0,5.0,4.0,3.6,yes,yes,Hoàng Mai, Hà Nội
6.6,34.0,3.0,3.0,4.0,5.0,3.5,yes,no,Long Biên, Hà Nội
8.7,43.0,6.0,3.0,5.0,4.0,3.5,yes,yes,Bắc Từ Liêm, Hà Nội
3.75,32.0,1.0,2.0,1.0,1.8,5.0,yes,no,Hà Đông, Hà Nội
4.85,53.0,2.0,2.0,2.0,4.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
6.5,30.0,4.0,4.0,6.0,3.0,4.0,yes,yes,Cầu Giấy, Hà Nội
14.95,61.0,3.0,2.0,4.0,4.0,5.0,yes,yes,Thanh Xuân, Hà Nội
21.0,50.0,5.0,5.0,6.0,4.0,5.0,yes,no,Cầu Giấy, Hà Nội
7.9,62.0,7.0,7.0,5.0,5.0,5.2,yes,yes,Thanh Khê, Đà Nẵng
5.6,65.0,4.0,3.0,4.0,3.0,4.5,yes,no,Thanh Trì, Hà Nội
4.65,45.0,5.0,3.0,5.0,3.0,4.5,yes,yes,Thanh Trì, Hà Nội
6.2,40.0,4.0,3.0,3.0,5.0,3.5,yes,no,Bình Thạnh, Hồ Chí Minh
6.4,37.0,3.0,4.0,5.0,3.0,4.5,yes,yes,Hoàng Mai, Hà Nội
20.0,50.0,8.0,6.0,6.0,5.0,5.0,yes,yes,Cầu Giấy, Hà Nội
4.3,40.0,3.0,4.0,4.0,5.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
5.0,28.0,4.0,3.0,4.0,3.0,3.0,yes,yes,Hà Đông, Hà Nội
10.5,60.0,4.0,5.0,4.0,8.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
12.5,75.0,4.0,5.0,4.0,12.0,4.5,yes,yes,Bình Thạnh, Hồ Chí Minh
5.15,100.0,5.0,5.0,3.0,5.5,5.0,yes,yes,Liên Chiểu, Đà Nẵng
7.5,36.0,4.0,5.0,5.0,3.0,6.0,yes,yes,Hai Bà Trưng, Hà Nội
3.1,20.0,3.0,3.0,4.0,3.0,4.0,yes,yes,Hai Bà Trưng, Hà Nội
7.3,40.0,4.0,5.0,5.0,4.0,4.0,yes,yes,Hai Bà Trưng, Hà Nội
19.5,115.0,4.0,4.0,2.0,6.0,5.0,yes,yes,Bình Thạnh, Hồ Chí Minh
20.5,82.0,5.0,5.0,5.0,8.0,5.5,yes,yes,Hoàng Mai, Hà Nội
8.1,36.0,4.0,5.0,6.0,3.0,6.0,yes,yes,Hoàng Mai, Hà Nội
7.68,70.0,4.0,4.0,4.0,6.0,5.0,yes,yes,Tân Bình, Hồ Chí Minh
7.5,40.0,5.0,5.0,6.0,3.0,4.0,yes,yes,Thanh Xuân, Hà Nội
8.1,40.0,5.0,5.0,6.0,4.0,4.0,yes,no,Hoàng Mai, Hà Nội
13.0,90.0,4.0,6.0,4.0,6.0,4.5,yes,yes,Quận 7, Hồ Chí Minh
6.0,37.0,3.0,3.0,3.0,6.0,3.0,yes,no,Quận 5, Hồ Chí Minh
3.6,32.0,2.0,2.0,2.0,2.0,5.0,yes,yes,Hoài Đức, Hà Nội
4.45,45.0,4.0,3.0,4.0,3.0,3.6,yes,no,Thanh Trì, Hà Nội
4.15,42.0,4.0,3.0,4.0,3.0,4.0,yes,no,Thanh Trì, Hà Nội
3.95,40.0,4.0,3.0,5.0,2.8,3.5,yes,no,Thanh Trì, Hà Nội
4.1,60.0,4.0,4.0,3.0,13.0,4.0,yes,yes,Nha Trang, Khánh Hòa
4.85,40.0,4.0,4.0,4.0,2.5,3.76,yes,no,Hoàng Mai, Hà Nội
7.9,78.0,4.0,5.0,4.0,6.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
5.7,66.0,3.0,3.0,3.0,5.0,5.5,yes,yes,Thủ Đức, Hồ Chí Minh
5.7,66.0,4.0,5.0,4.0,8.0,6.0,yes,yes,Thủ Đức, Hồ Chí Minh
4.85,56.0,2.0,2.0,2.0,6.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
3.4,25.0,2.0,2.0,2.0,3.0,3.0,yes,no,Quận 7, Hồ Chí Minh
17.7,81.0,6.0,6.0,5.0,3.5,5.0,yes,yes,Cầu Giấy, Hà Nội
9.5,55.0,4.0,3.0,4.0,4.0,4.5,yes,yes,Hà Đông, Hà Nội
4.65,42.0,4.0,3.0,4.0,3.0,5.2,yes,yes,Quận 7, Hồ Chí Minh
5.8,18.0,4.0,5.0,5.0,2.0,3.1,yes,yes,Đống Đa, Hà Nội
15.0,50.0,5.0,7.0,7.0,4.0,4.2,yes,yes,Đống Đa, Hà Nội
2.35,52.5,2.0,2.0,3.0,6.0,5.0,yes,no,Thuận An, Bình Dương
3.35,116.0,3.0,2.0,2.0,5.0,5.0,yes,no,Thuận An, Bình Dương
4.36,66.0,4.0,3.0,2.0,4.0,6.0,yes,yes,Quận 9, Hồ Chí Minh
10.5,52.0,4.0,3.0,3.0,3.0,3.6,yes,no,Đống Đa, Hà Nội
8.5,68.8,4.0,5.0,4.0,6.0,4.5,yes,yes,Thủ Đức, Hồ Chí Minh
12.0,50.0,4.0,4.0,4.0,4.0,4.5,yes,no,Thanh Xuân, Hà Nội
23.8,60.0,4.0,7.0,7.0,6.0,3.2,yes,no,Đống Đa, Hà Nội
5.8,96.0,3.0,2.0,1.0,4.5,6.0,yes,no,Bình Tân, Hồ Chí Minh
18.5,48.0,4.0,4.0,5.0,7.0,4.1,yes,yes,Thanh Xuân, Hà Nội
11.0,69.0,3.0,3.0,4.0,5.0,4.6,yes,yes,Phú Nhuận, Hồ Chí Minh
4.95,79.0,3.0,2.0,2.0,5.0,6.0,yes,no,Bình Tân, Hồ Chí Minh
7.1,78.0,3.0,2.0,2.0,5.0,4.3,yes,yes,Quận 7, Hồ Chí Minh
1.45,52.0,2.0,2.0,2.0,3.0,4.5,yes,yes,An Dương, Hải Phòng
7.1,25.0,3.0,3.0,4.0,2.5,4.0,yes,yes,Thanh Xuân, Hà Nội
4.25,55.0,2.0,2.0,1.0,4.0,4.3,yes,yes,Quận 12, Hồ Chí Minh
7.15,42.0,5.0,3.0,4.0,2.0,3.8,yes,yes,Hoàng Mai, Hà Nội
1.59,44.0,2.0,2.0,1.0,5.0,4.0,no,no,Bình Chánh, Hồ Chí Minh
11.9,46.0,7.0,7.0,5.0,4.0,3.6,yes,yes,Nha Trang, Khánh Hòa
4.9,72.0,2.0,2.0,1.0,4.0,4.0,yes,yes,Quận 9, Hồ Chí Minh
1.55,44.0,2.0,2.0,1.0,4.0,4.0,no,no,Bình Chánh, Hồ Chí Minh
8.7,45.0,4.0,3.0,4.0,5.0,4.0,yes,yes,Hà Đông, Hà Nội
4.43,48.0,4.0,3.0,2.0,4.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
9.6,57.0,4.0,4.0,5.0,4.0,3.5,yes,yes,Long Biên, Hà Nội
4.25,85.0,2.0,2.0,3.0,5.0,5.0,yes,yes,Nha Trang, Khánh Hòa
